Compound,Structure,Class,Aglycon,220_nm,221_nm,222_nm,223_nm,224_nm,225_nm,226_nm,227_nm,228_nm,229_nm,230_nm,231_nm,232_nm,233_nm,234_nm,235_nm,236_nm,237_nm,238_nm,239_nm,240_nm,241_nm,242_nm,243_nm,244_nm,245_nm,246_nm,247_nm,248_nm,249_nm,250_nm,251_nm,252_nm,253_nm,254_nm,255_nm,256_nm,257_nm,258_nm,259_nm,260_nm,261_nm,262_nm,263_nm,264_nm,265_nm,266_nm,267_nm,268_nm,269_nm,270_nm,271_nm,272_nm,273_nm,274_nm,275_nm,276_nm,277_nm,278_nm,279_nm,280_nm,281_nm,282_nm,283_nm,284_nm,285_nm,286_nm,287_nm,288_nm,289_nm,290_nm,291_nm,292_nm,293_nm,294_nm,295_nm,296_nm,297_nm,298_nm,299_nm,300_nm,301_nm,302_nm,303_nm,304_nm,305_nm,306_nm,307_nm,308_nm,309_nm,310_nm,311_nm,312_nm,313_nm,314_nm,315_nm,316_nm,317_nm,318_nm,319_nm,320_nm,321_nm,322_nm,323_nm,324_nm,325_nm,326_nm,327_nm,328_nm,329_nm,330_nm,331_nm,332_nm,333_nm,334_nm,335_nm,336_nm,337_nm,338_nm,339_nm,340_nm,341_nm,342_nm,343_nm,344_nm,345_nm,346_nm,347_nm,348_nm,349_nm,350_nm,351_nm,352_nm,353_nm,354_nm,355_nm,356_nm,357_nm,358_nm,359_nm,360_nm,361_nm,362_nm,363_nm,364_nm,365_nm,366_nm,367_nm,368_nm,369_nm,370_nm,371_nm,372_nm,373_nm,374_nm,375_nm,376_nm,377_nm,378_nm,379_nm,380_nm,381_nm,382_nm,383_nm,384_nm,385_nm,386_nm,387_nm,388_nm,389_nm,390_nm,391_nm,392_nm,393_nm,394_nm,395_nm,396_nm,397_nm,398_nm,399_nm,400_nm,401_nm,402_nm,403_nm,404_nm,405_nm,406_nm,407_nm,408_nm,409_nm,410_nm,411_nm,412_nm,413_nm,414_nm,415_nm,416_nm,417_nm,418_nm,419_nm,420_nm,421_nm,422_nm,423_nm,424_nm,425_nm,426_nm,427_nm,428_nm,429_nm,430_nm,431_nm,432_nm,433_nm,434_nm,435_nm,436_nm,437_nm,438_nm,439_nm,440_nm,441_nm,442_nm,443_nm,444_nm,445_nm,446_nm,447_nm,448_nm,449_nm,450_nm
FL136,O=C1C(OC)=C(C2=CC=C(OC)C=C2OC)OC3=C1C(OC)=CC(OC)=C3,flavonol,aglycon,10693,10560,10428,10326,10249,10177,10157,10137,10117,10113,10128,10143,10191,10264,10355,10473,10616,10802,10964,11109,11209,11261,11281,11300,11284,11267,11235,11175,11116,11040,10932,10823,10679,10521,10363,10200,9996.9,9793.7,9590.5,9389.6,9193.9,8998.2,8801.3,8483.8,8166.3,7722.5,7247.3,6682.2,6133,5795.3,5457.5,5206.6,5042.6,4878.6,4723.6,4627.8,4604.1,4580.5,4581,4594.1,4607.1,4630.5,4674.9,4719.3,4763.7,4808.2,4852.6,4897,4941.4,4985.8,5032.4,5087.2,5142,5196.8,5251.6,5306.4,5361.2,5416,5470.7,5525.5,5580.3,5634.5,5688.6,5742.7,5796.8,5850.8,5904.9,5959,6013.1,6067.1,6121.2,6172.6,6213.7,6254.9,6296,6337.2,6378.3,6419.5,6460.7,6475.1,6489.5,6479.9,6446.8,6413.7,6355.8,6272.9,6190.1,6107.3,6024.5,5916,5781.9,5647.7,5513.6,5379.4,5245.3,5111.1,4977,4842.8,4708.7,4570.6,4416.6,4262.7,4108.7,3954.8,3800.9,3646.9,3493,3339,3169.2,2988.9,2808.5,2628.2,2447.8,2267.5,2087.1,1916.8,1756.5,1596.2,1435.9,1325.5,1227.6,1129.7,1048.8,993.42,938.03,882.63,827.24,771.85,716.46,682.31,651.33,620.35,589.38,558.4,527.42,496.45,466,435.85,405.71,375.57,345.43,315.28,285.14,255,224.86,198.81,176.69,154.57,132.46,110.34,88.221,66.104,48.836,32.424,27.784,23.145,18.505,16.876,15.248,13.619,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99
FL137,O=C1C(OC)=C(C2=CC=C(OC)C=C2OC)OC3=C1C(O)=CC(OC)=C3,flavonol,aglycon,7429.3,7346.8,7264.4,7186.6,7114.5,7042.4,6995,6951.4,6907.7,6893.5,6887.9,6889.2,6899.2,6909.1,6927.5,6977.2,7027,7098.3,7182.9,7267.5,7375.6,7496.4,7617.2,7753.1,7925.8,8099,8273.3,8428.2,8532.8,8569.3,8590,8570.3,8534.2,8443.2,8328.7,8159.2,7973.2,7762.6,7548.9,7329.4,7089.7,6849.9,6579.3,6303.2,6015.7,5711.3,5399,5074.7,4750.5,4422.4,4085,3825.4,3649,3543.6,3442.5,3372.6,3302.8,3233,3177,3122.7,3070,3053.4,3040.3,3058.4,3076.6,3106.1,3167.6,3229.2,3289.1,3347.7,3406.3,3455.8,3498.4,3541,3570.4,3597.4,3624.5,3642.7,3658,3673.4,3691.1,3712.7,3734.3,3755.9,3782.4,3813.5,3844.6,3875.7,3906.6,3937,3967.4,3997.8,4028.1,4059.1,4097.6,4136.1,4174.6,4213.1,4251.6,4291.9,4335.1,4378.2,4421.4,4458.6,4489.7,4520.7,4551.8,4582.9,4615.5,4651.1,4686.8,4722.4,4758,4801.1,4817.5,4823.1,4818.8,4809.1,4790.3,4771.5,4720.5,4669.5,4618.5,4549.4,4479.7,4410,4340.3,4255.6,4152,4048.3,3944.7,3841,3737.5,3634.1,3530.7,3427.3,3323.9,3220.6,3117.2,3005.3,2886.4,2767.5,2648.6,2529.7,2410.8,2291.9,2173.1,2053.1,1932.2,1811.4,1690.5,1569.6,1454.9,1351,1247.2,1143.3,1039.5,953.8,871.8,789.81,707.82,634.42,572.42,510.41,448.41,386.41,330.49,277.84,225.19,172.54,119.89,110.34,88.221,66.104,48.836,32.424,27.784,23.145,18.505,16.876,15.248,13.619,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99
FL138,O=C1C(OC)=C(C2=CC(OC)=C(OC)C(OC)=C2)OC3=C1C(OC)=CC(OC)=C3,flavonol,aglycon,27047,26284,25521,24757,23781,23282,22138,20965,19934,19296,18817,18421,18127,17858,17712,17683,17772,17881,17907,17784,17602,17432,17265,17099,16936,16773,16612,16456,16300,16148,16009,15904,15834,15879,15943,16112,16286,16427,16560,16656,16748,16784,16806,16794,16770,16693,16610,16436,16163,15697,14581,13432,12580,11956,11466,11046,10633,10302,9972.1,9902.5,9902.3,9953,10089,10251,10455,10658,10874,11129,11383,11641,12017,12370,12706,13028,13243,13459,13674,13853,14022,14192,14347,14484,14622,14760,14898,15028,15134,15241,15348,15455,15561,15668,15775,15887,16018,16189,16360,16536,16712,16888,17076,17265,17453,17642,17844,18068,18293,18518,18742,18942,19089,19230,19334,19387,19419,19405,19373,19337,19236,19134,18965,18765,18562,18269,17975,17681,17309,16926,16544,16060,15524,14989,14420,13670,13018,12452,11886,11305,10721,10082,9405.3,8718.4,8009.9,7301.3,6592.7,5968,5424,4853.9,4280.4,3713.5,3155.9,2772.8,2389.8,2034.9,1759.9,1484.9,1290.4,1101,978.93,879.26,851.03,632.86,572.47,512.08,451.68,414.76,380.74,346.72,312.7,286.69,264.99,243.29,221.59,199.88,183.2,171.95,160.71,149.46,138.21,126.97,118.94,111.83,104.71,97.599,90.484,83.369,76.254,69.139,62.024,58.87,56.898,54.926,52.954,50.983,49.011,47.039,45.067,43.096,41.124,39.152,37.18,34.349,30.894,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439
FL139,O=C1C(OC(C)=O)=C(C2=CC(OC(C)=O)=C(OC(C)=O)C(OC(C)=O)=C2)OC3=C1C(OC(C)=O)=CC(OC(C)=O)=C3,flavonol,aglycon,23027,22572,22131,21628,21019,20393,19731,19130,18698,18267,17835,17386,16907,16428,15990,15557,15222,14993,14804,14737,14733,14797,14952,15216,15596,15795,15966,16105,16244,16367,16488,16546,16604,16662,16641,16604,16551,16436,16321,16058,15686,15270,14647,14024,13402,12663,11907,11131,9784.7,9306.8,8939,8866.9,8852.6,8903.4,9076.2,9375.8,9767.1,10162,10562,10961,11544,12176,12736,13287,13701,14115,14512,14772,15032,15292,15562,15844,16033,16168,16304,16379,16427,16459,16416,16374,16256,16129,16002,15864,15712,15560,15408,15255,15058,14861,14664,14467,14270,14073,13760,13446,13132,12818,12480,12111,11741,11372,10989,10556,10123,9689.9,9235.9,8707.9,8179.8,7621,7010,6399,5758,5100.1,5072.8,4602.5,4132.2,3662,3309.7,2962.4,2652.8,2382.5,2114.7,1928,1741.3,1557.3,1375.5,1210.1,1109.9,1009.8,930.4,863.16,795.92,738.75,694.39,650.03,605.67,565.62,534.33,503.03,471.73,440.43,411.41,392.09,372.76,353.44,334.12,314.8,300.18,288.2,276.23,264.26,252.28,240.31,229.97,222.41,214.84,207.28,199.72,192.16,184.59,177.29,170.64,163.99,157.34,150.69,145.05,140.7,136.35,132,127.65,124.1,121.32,118.53,115.75,112.97,110.19,107.41,104.62,102.52,100.59,98.657,96.725,94.793,92.861,90.929,88.997,87.065,85.133,83.201,81.607,80.158,78.708,67.553,63.463,62.736,58.743,54.621,53.894,42.093,49.109,52.212,38.068,48.495,52.455,48.058,38.553,44.276,47.347,43.791,35.708,41.818,49.739,49.173,40.832,46.733,51.437,51.986,52.568,39.685,53.037,45.666,41.511,48.996,45.763,46.636,39.604,39.216,44.906,39.701,37.05
FL140,O=C1C(OC)=C(C2=CC(OCO3)=C3C=C2)OC4=C1C(O)=CC(O)=C4,flavonol,aglycon,20797,20371,19945,19833,19618,19403,19227,19062,18897,18726,18539,18351,18148,17941,17735,17529,17324,17125,16937,16789,16705,16668,16688,16770,16892,17058,17314,17654,18015,18375,18718,18936,19106,19250,19359,19429,19500,19268,18908,18522,18152,17838,17606,17430,17255,17083,16933,16818,16885,16953,16628,16209,15661,14996,14240,13489,12538,11524,10694,10034,9502.5,9196,8938.2,8750.4,8656.6,8588.3,8568,8557.9,8580.3,8602.8,8661,8733.2,8816.8,8906.9,8972.2,9026.9,9077.1,9114.8,9152.6,9201.9,9257,9358.2,9475.6,9593.1,9718.8,9873.9,10029,10184,10341,10498,10655,10812,10969,11137,11310,11484,11657,11830,12012,12194,12376,12559,12745,12966,13187,13408,13629,13849,14063,14272,14482,14691,14900,15081,15254,15426,15599,15761,15912,16062,16213,16355,16486,16617,16748,16878,17006,17135,17263,17387,17504,17613,17661,17709,17661,17613,17494,17323,17149,16943,16738,16532,16281,16017,15753,15487,15216,14945,14674,14364,14033,13693,13326,12959,12543,12122,11702,11283,10843,10378,9840.7,9302.4,8821.7,8453.2,8317.4,7872.9,7362.6,6943,6154,5504,4853.9,4280.4,3713.5,3155.9,2772.8,2389.8,2034.9,1759.9,1484.9,1290.4,1101,978.93,879.26,851.03,632.86,572.47,512.08,451.68,414.76,380.74,346.72,312.7,286.69,264.99,243.29,221.59,199.88,183.2,171.95,160.71,149.46,138.21,126.97,118.94,111.83,104.71,97.599,90.484,83.369,76.254,69.139,62.024,58.87,56.898,54.926,52.954,50.983,49.011,47.039,45.067,43.096,41.124,39.152,37.18,34.349,30.894,27.439,27.439,27.439,27.439,27.439
FL141,O=C1C(OC)=C(C2=CC(OCO3)=C3C=C2)OC4=C1C(O)=CC(OC)=C4,flavonol,aglycon,18985,18597,18259,17917,17569,17229,16896,16580,16279,16002,15736,15520,15328,15161,15007,14879,14809,14759,14784,14849,14987,15125,15329,15574,15876,16252,16721,17255,17798,18345,18926,19500,20056,20565,20783,20900,20710,20352,19968,19511,19054,18627,18194,17693,17242,16950,16695,16497,16316,16177,15868,15413,14608,13803,12871,11919,10947,10068,9344.5,8710.1,8270.1,7870.4,7514.4,7288.4,7082.9,7006.8,7010.1,7155.9,7665.7,8080.8,8333.1,8457.4,8536,8601.1,8652,8703,8751.7,8796.8,8841.9,8886.9,8932,8979.4,9045.5,9111.5,9177.6,9254.5,9336.8,9419.1,9504.1,9623.7,9743.2,9862.8,10028,10204,10380,10556,10732,10945,11158,11370,11583,11861,12152,12444,12741,13056,13371,13686,14001,14318,14636,14955,15274,15587,15846,16104,16363,16622,16880,17118,17348,17577,17807,18034,18250,18467,18672,18831,18990,19112,19163,19208,19234,19261,19171,19062,18906,18750,18592,18433,18273,18085,17858,17631,17375,17057,16739,16363,15901,15438,14965,14487,14009,13496,12977,12454,11881,11308,10739,10172,9650.1,9219.9,8789.8,8453.2,8317.4,7872.9,7362.6,6943,6154,5504,4853.9,4280.4,3713.5,3155.9,2772.8,2389.8,2034.9,1759.9,1484.9,1290.4,1101,978.93,879.26,851.03,632.86,572.47,512.08,451.68,414.76,380.74,346.72,312.7,286.69,264.99,243.29,221.59,199.88,183.2,171.95,160.71,149.46,138.21,126.97,118.94,111.83,104.71,97.599,90.484,83.369,76.254,69.139,62.024,58.87,56.898,54.926,52.954,50.983,49.011,47.039,45.067,43.096,41.124,39.152,37.18,34.349,30.894,27.439,27.439,27.439,27.439,27.439
FL142,O=C1C(OC)=C(C2=CC=C(OC)C(OC)=C2)OC3=C1C(O)=CC(OC)=C3,flavonol,aglycon,24027,23107,21758,20740,19908,19197,18553,18040,17604,17315,17084,16985,16907,16844,16837,16884,16963,17084,17204,17336,17493,17651,17877,18127,18421,18736,19124,19647,20221,20842,21531,22341,22885,23220,23400,23111,22601,21974,21395,20924,20460,20045,19683,19437,19221,19050,18943,18883,18997,19186,19178,18694,17879,17077,16275,15029,13544,12451,11425,10529,10052,9845.4,9694.6,9624.7,9594.2,9623.4,9686.1,9802.6,9959.5,10089,10211,10322,10407,10492,10577,10646,10708,10770,10832,10904,10979,11054,11129,11203,11277,11351,11426,11506,11586,11666,11754,11864,11974,12099,12252,12417,12671,12925,13204,13494,13783,14085,14404,14724,15043,15372,15725,16077,16430,16783,17153,17530,17907,18284,18645,18960,19276,19592,19860,20109,20358,20607,20822,21025,21176,21327,21459,21574,21688,21803,21869,21915,21962,21903,21843,21776,21669,21562,21456,21260,21051,20835,20499,20163,19827,19435,19023,18610,18198,17755,17229,16702,16176,15550,14898,14246,13532,12804,12118,11462,10805,10135,9490.2,8914.3,8426.8,8317.4,7872.9,7362.6,6943,6154,5504,4853.9,4280.4,3713.5,3155.9,2772.8,2389.8,2034.9,1759.9,1484.9,1290.4,1101,978.93,879.26,851.03,632.86,572.47,512.08,451.68,414.76,380.74,346.72,312.7,286.69,264.99,243.29,221.59,199.88,183.2,171.95,160.71,149.46,138.21,126.97,118.94,111.83,104.71,97.599,90.484,83.369,76.254,69.139,62.024,58.87,56.898,54.926,52.954,50.983,49.011,47.039,45.067,43.096,41.124,39.152,37.18,34.349,30.894,27.439,27.439,27.439,27.439
FL143,O=C1C(OC)=C(C2=CC=C3C(OCO3)=C2)OC4=C1C(OC)=CC(OC)=C4,flavonol,aglycon,23862,23312,22776,22274,21810,21419,21108,20925,20793,20723,20698,20707,20753,20816,20894,20982,21069,21154,21237,21320,21410,21519,21629,21742,21887,22017,22108,22205,22310,22367,22400,22102,21733,21280,20719,19955,19114,18290,17593,17127,16825,16565,16382,16220,16060,15880,15628,15218,14711,14106,13489,12700,11918,11173,10081,9282.2,8866,8681.3,8628.1,8591.7,8580.3,8586.1,8604,8634.8,8699.1,8763.4,8841.2,8944,9046.8,9151.8,9260.8,9369.8,9478.8,9587.7,9696.9,9806.2,9915.5,10025,10133,10239,10346,10453,10558,10663,10769,10882,11025,11167,11331,11524,11726,11975,12223,12509,12853,13197,13548,13947,14346,14746,15128,15500,15871,16243,16613,16971,17329,17687,18044,18402,18765,19129,19492,19839,20163,20463,20648,20770,20881,20924,20959,20873,20788,20694,20599,20503,20350,20192,19922,19634,19290,18928,18481,18034,17550,17048,16503,15860,15217,14514,13777,13070,12405,11764,11174,10555,9831.4,9156.2,8329.7,8271.7,7950.3,7629,6943,6154,5504,4853.9,4280.4,3713.5,3155.9,2772.8,2389.8,2034.9,1759.9,1484.9,1290.4,1101,978.93,879.26,851.03,632.86,572.47,512.08,451.68,414.76,380.74,346.72,312.7,286.69,264.99,243.29,221.59,199.88,183.2,171.95,160.71,149.46,138.21,126.97,118.94,111.83,104.71,97.599,90.484,83.369,76.254,69.139,62.024,58.87,56.898,54.926,52.954,50.983,49.011,47.039,45.067,43.096,41.124,39.152,37.18,34.349,30.894,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439
FL144,O=C1C(OC)=C(C2=CC=C(O)C(OC)=C2)OC3=C1C(O)=CC(O)=C3,flavonol,aglycon,18985,18969,18274,17576,17032,16514,15971,15423,14855,14411,14082,13852,13662,13549,13473,13448,13481,13535,13647,13759,13942,14130,14364,14680,15007,15375,15742,16240,16771,17372,17981,18584,19134,19560,19940,20282,20400,20318,20063,19548,18962,18466,18005,17572,17288,17020,16862,16733,16698,16599,16377,15895,15189,14260,13214,12115,10865,9689.7,9018.6,8634.7,8394.1,8227.4,8132.6,8049.4,8006.5,7987.3,8016,8082.2,8176.3,8279.6,8370.1,8458.5,8518.6,8574.9,8619.5,8650.8,8682.2,8706.6,8722.7,8738.7,8754.8,8769.6,8783.7,8797.8,8811.9,8837.2,8862.7,8888.3,8926.5,8966.5,9017.2,9108.4,9207,9330.5,9454,9631.9,9821,10029,10274,10519,10769,11044,11320,11603,11914,12224,12535,12848,13171,13494,13818,14140,14462,14785,15111,15464,15818,16171,16521,16870,17203,17506,17808,18110,18384,18651,18919,19167,19370,19573,19777,19935,20081,20194,20303,20382,20429,20477,20506,20514,20522,20449,20375,20173,19940,19678,19377,19024,18634,18190,17751,17320,16888,16439,15981,15524,15037,14551,14065,13533,12991,12446,11898,11368,10928,10487,10027,9559.2,9359.1,8550.8,7737.8,6943,6154,5504,4853.9,4280.4,3713.5,3155.9,2772.8,2389.8,2034.9,1759.9,1484.9,1290.4,1101,978.93,879.26,851.03,632.86,572.47,512.08,451.68,414.76,380.74,346.72,312.7,286.69,264.99,243.29,221.59,199.88,183.2,171.95,160.71,149.46,138.21,126.97,118.94,111.83,104.71,97.599,90.484,83.369,76.254,69.139,62.024,58.87,56.898,54.926,52.954,50.983,49.011,47.039,45.067,43.096,41.124,39.152,37.18,34.349,30.894,27.439
FL145,O=C1C(OC)=C(C2=CC=C(O)C(OC)=C2)OC3=C1C(O)=CC(OC)=C3,flavonol,aglycon,22950,21905,21186,20552,19991,19430,18919,18429,17992,17616,17240,16873,16512,16151,15850,15565,15398,15328,15337,15417,15570,15774,16042,16369,16695,17034,17515,17997,18475,18952,19428,19876,20310,20625,20886,21056,21159,21189,20974,20432,19882,19283,18828,18487,18246,18076,17923,17820,17798,17826,17609,17047,16227,15249,14202,13027,11839,10555,9583.1,8904.4,8585.2,8408.5,8346.1,8329,8377.5,8442.9,8585.5,8728.5,8908.3,9088.1,9237.1,9372.3,9507.3,9630.6,9754,9853.8,9938.7,10012,10056,10100,10145,10187,10228,10269,10310,10357,10405,10453,10501,10564,10630,10696,10788,10906,11025,11174,11346,11518,11735,11986,12238,12494,12761,13028,13294,13565,13848,14132,14415,14698,14981,15263,15544,15826,16108,16389,16671,16956,17241,17527,17812,18087,18339,18591,18843,19095,19320,19546,19771,19990,20188,20386,20569,20737,20906,21042,21155,21267,21347,21373,21400,21305,21211,21026,20839,20596,20335,20040,19679,19319,18911,18480,18032,17542,17051,16556,16055,15555,14988,14410,13829,13245,12653,12040,11483,10987,10534,9359.1,8550.8,7737.8,6943,6154,5504,4853.9,4280.4,3713.5,3155.9,2772.8,2389.8,2034.9,1759.9,1484.9,1290.4,1101,978.93,879.26,851.03,632.86,572.47,512.08,451.68,414.76,380.74,346.72,312.7,286.69,264.99,243.29,221.59,199.88,183.2,171.95,160.71,149.46,138.21,126.97,118.94,111.83,104.71,97.599,90.484,83.369,76.254,69.139,62.024,58.87,56.898,54.926,52.954,50.983,49.011,47.039,45.067,43.096,41.124,39.152,37.18,34.349,30.894,27.439,23.985
FL146,O=C1C(OC)=C(C2=CC=C(O)C(OC)=C2)OC3=C1C(OC)=CC(OC)=C3,flavonol,aglycon,22950,21905,20862,20263,19553,18831,18094,17574,17304,17195,17085,17023,16984,16958,17042,17125,17245,17408,17633,18060,18522,18921,19170,19310,19447,19580,19738,19958,20240,20606,20931,21068,20826,20466,20029,19375,18714,18144,17685,17263,16895,16612,16376,16215,16348,16146,15826,15422,14935,14396,13775,13002,12007,10909,9923.4,9238.1,8687.6,8383.6,8214.7,8106.5,8035.6,7999.5,8034,8068.6,8131.7,8196,8264.1,8390.4,8516.6,8635.7,8744.5,8851.1,8938.2,9025.3,9112.5,9205.8,9299,9408.5,9518.6,9625.4,9729,9832.6,9918.8,9980.9,10045,10175,10305,10442,10593,10745,10897,11141,11398,11655,11966,12322,12677,13032,13388,13782,14175,14569,14962,15348,15735,16122,16509,16950,17421,17891,18351,18741,19132,19522,19913,20190,20462,20734,21006,21204,21388,21562,21697,21831,21876,21900,21772,21621,21446,21254,20983,20689,20370,20050,19501,19002,18548,18093,17491,16885,16281,15685,15079,14381,13673,12796,12004,11324,10631,9940.2,9329,8550.8,7737.8,6943,6154,5504,4853.9,4280.4,3713.5,3155.9,2772.8,2389.8,2034.9,1759.9,1484.9,1290.4,1101,978.93,879.26,851.03,632.86,572.47,512.08,451.68,414.76,380.74,346.72,312.7,286.69,264.99,243.29,221.59,199.88,183.2,171.95,160.71,149.46,138.21,126.97,118.94,111.83,104.71,97.599,90.484,83.369,76.254,69.139,62.024,58.87,56.898,54.926,52.954,50.983,49.011,47.039,45.067,43.096,41.124,39.152,37.18,34.349,30.894,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439
FL147,O=C1C(OC)=C(C2=CC=C3C(OCO3)=C2)OC4=C1C(OC)=C(OC)C(OC)=C4,flavonol,aglycon,25314,24301,23618,22963,22383,21802,21249,20721,20217,19753,19396,19167,19007,18872,18760,18665,18621,18562,18493,18425,18362,18277,18188,18076,17947,17818,17660,17467,17274,17085,16905,16703,16443,16184,15893,15593,15229,14854,14477,14097,13717,13340,12993,12645,12300,11955,11601,11237,10828,10477,10145,9771,9322.6,8877.9,8434.1,8062,7727.2,7426.4,7191.6,6993.6,6853.5,6791.4,6733.1,6698.2,6663.3,6643.6,6625.1,6631.2,6638,6666,6697.5,6753,6821.4,6955.1,7125.4,7321.5,7569.5,7817.6,8069.9,8328.1,8586.3,8844.5,9102.7,9360.9,9619.1,9894.5,10208,10522,10835,11161,11525,11889,12265,12641,13012,13382,13752,14114,14473,14831,15154,15430,15707,15983,16219,16456,16690,16914,17137,17330,17515,17693,17870,17991,18111,18156,18200,18170,18139,18088,18005,17922,17789,17631,17471,17278,17084,16891,16638,16361,16077,15774,15471,15169,14820,14462,14104,13698,13245,12793,12263,11716,11210,10714,10219,9796.1,9386.7,8996.7,8606.7,8271.7,7950.3,7629,6943,6154,5504,4853.9,4280.4,3713.5,3155.9,2772.8,2389.8,2034.9,1759.9,1484.9,1290.4,1101,978.93,879.26,851.03,632.86,572.47,512.08,451.68,414.76,380.74,346.72,312.7,286.69,264.99,243.29,221.59,199.88,183.2,171.95,160.71,149.46,138.21,126.97,118.94,111.83,104.71,97.599,90.484,83.369,76.254,69.139,62.024,58.87,56.898,54.926,52.954,50.983,49.011,47.039,45.067,43.096,41.124,39.152,37.18,34.349,30.894,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439
FL148,O=C1C(OC)=C(C2=CC=C3C(OCO3)=C2)OC4=C1C(OC)=C5C(OCO5)=C4,flavonol,aglycon,29516,28873,26703,25069,23568,22271,21165,20323,19603,18960,18445,17937,17514,17112,16754,16433,16210,16025,15893,15870,15932,16086,16326,16608,16905,17182,17460,17728,17811,17713,17543,17322,17089,16821,16542,16244,15928,15613,15310,15034,14758,14501,14269,14037,13804,13578,13416,13258,13153,13047,12944,12840,12721,12578,12417,12232,11987,11693,11382,11043,10705,10378,10093,9847.4,9599.3,9337.8,9040.8,8711.3,8229.3,7773.6,7503.5,7499.5,7597.1,7741.5,7890.9,8040.3,8195.9,8355.5,8526.4,8745.2,8995.4,9287.1,9657.6,10036,10571,11114,11790,12487,13193,13895,14542,15188,15832,16477,17062,17640,18218,18792,19363,19934,20501,21066,21629,22078,22527,22972,23364,23757,24135,24460,24785,25042,25270,25467,25585,25670,25700,25610,25495,25349,25145,24910,24519,24120,23690,23261,22795,22326,21819,21230,20641,19930,19219,18509,17813,17117,16397,15661,14825,13883,13000,12158,11386,10472,9431.6,8140.8,7950.3,7629,6943,6154,5504,4853.9,4280.4,3713.5,3155.9,2772.8,2389.8,2034.9,1759.9,1484.9,1290.4,1101,978.93,879.26,851.03,632.86,572.47,512.08,451.68,414.76,380.74,346.72,312.7,286.69,264.99,243.29,221.59,199.88,183.2,171.95,160.71,149.46,138.21,126.97,118.94,111.83,104.71,97.599,90.484,83.369,76.254,69.139,62.024,58.87,56.898,54.926,52.954,50.983,49.011,47.039,45.067,43.096,41.124,39.152,37.18,34.349,30.894,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439,27.439
